ClienteID,Nome_Cliente,Tipo_Cliente,Segmento_Cliente,Cidade,UF,Canal_Preferido,Data_Cadastro,Score_Risco
C001216,Cliente C001216,PJ,Varejo,Vitória da Conquista,BA,Online,2023-10-30,66.4
C001217,Cliente C001217,PF,Varejo,Pelotas,RS,Online,2025-07-21,47.1
C001218,Cliente C001218,PJ,Premium,Blumenau,SC,Loja Física,2023-03-28,48.4
C001219,Cliente C001219,PF,Varejo,Santos,SP,Marketplace,2025-07-20,60.6
C001220,Cliente C001220,PF,Varejo,Uberlândia,MG,Online,2021-06-29,82.0
C001221,Cliente C001221,PF,Atacado,Londrina,PR,Marketplace,2020-03-10,74.1
C001222,Cliente C001222,PF,Corporate,Campos dos Goytacazes,RJ,Loja Física,2023-05-20,97.4
C001223,Cliente C001223,PF,Atacado,Taguatinga,DF,Loja Física,2021-08-03,74.1
C001224,Cliente C001224,PF,Atacado,Caruaru,PE,Online,2023-08-16,87.2
C001225,Cliente C001225,PF,Premium,Caxias do Sul,RS,Loja Física,2023-01-04,68.8
C001226,Cliente C001226,PJ,Corporate,Maracanaú,CE,Loja Física,2022-08-14,75.4
C001227,Cliente C001227,PF,Varejo,Feira de Santana,BA,Loja Física,2023-11-18,45.6
C001228,Cliente C001228,PJ,Varejo,Campinas,SP,Loja Física,2024-12-06,73.6
C001229,Cliente C001229,PF,Corporate,Maringá,PR,Online,2021-06-05,57.0
C001230,Cliente C001230,PF,Premium,Pelotas,RS,Marketplace,2020-07-22,99.0
C001231,Cliente C001231,PF,Atacado,Camaçari,BA,Online,2023-03-05,70.4
C001232,Cliente C001232,PJ,Varejo,Brasília,DF,Online,2025-06-22,81.0
C001233,Cliente C001233,PJ,Premium,São Paulo,SP,Online,2021-04-08,57.9
C001234,Cliente C001234,PJ,Varejo,Juiz de Fora,MG,Loja Física,2025-03-03,99.9
C001235,Cliente C001235,PJ,Premium,Feira de Santana,BA,Loja Física,2022-01-29,65.0
C001236,Cliente C001236,PF,Premium,Taguatinga,DF,Loja Física,2025-06-14,62.9
C001237,Cliente C001237,PF,Atacado,Caruaru,PE,Online,2023-02-14,62.1
C001238,Cliente C001238,PJ,Varejo,Joinville,SC,Marketplace,2024-01-30,53.5
C001239,Cliente C001239,PF,Premium,Juazeiro do Norte,CE,Online,2021-06-30,62.9
C001240,Cliente C001240,PF,Varejo,Volta Redonda,RJ,Loja Física,2022-05-16,56.7
C001241,Cliente C001241,PF,Premium,Camaçari,BA,Marketplace,2025-06-16,77.7
C001242,Cliente C001242,PF,Varejo,Camaçari,BA,Online,2023-02-06,68.6
C001243,Cliente C001243,PJ,Varejo,Santos,SP,Loja Física,2025-04-14,65.1
C001244,Cliente C001244,PF,Varejo,Sorocaba,SP,Loja Física,2022-10-01,74.0
C001245,Cliente C001245,PF,Premium,Campinas,SP,Loja Física,2023-09-18,70.1
C001246,Cliente C001246,PF,Varejo,Pelotas,RS,Online,2022-03-02,78.5
C001247,Cliente C001247,PF,Varejo,Feira de Santana,BA,Online,2022-01-01,72.1
C001248,Cliente C001248,PF,Atacado,Juiz de Fora,MG,Televendas,2021-06-27,76.2
C001249,Cliente C001249,PF,Varejo,Feira de Santana,BA,Loja Física,2021-07-17,65.9
C001250,Cliente C001250,PF,Varejo,Rio de Janeiro,RJ,Loja Física,2021-09-15,75.0
C001251,Cliente C001251,PJ,Premium,Taguatinga,DF,Loja Física,2021-01-01,76.0
C001252,Cliente C001252,PJ,Varejo,Rio de Janeiro,RJ,Televendas,2021-03-09,51.2
C001253,Cliente C001253,PJ,Varejo,Porto Alegre,RS,Loja Física,2023-02-15,68.7
C001254,Cliente C001254,PF,Atacado,Santos,SP,Loja Física,2022-01-11,57.1
C001255,Cliente C001255,PF,Varejo,Salvador,BA,Online,2020-05-29,67.4
C001256,Cliente C001256,PJ,Varejo,Santos,SP,Loja Física,2021-04-12,61.0
C001257,Cliente C001257,PF,Varejo,Juazeiro do Norte,CE,Loja Física,2022-12-07,94.4
C001258,Cliente C001258,PF,Varejo,Maracanaú,CE,Marketplace,2021-12-23,65.9
C001259,Cliente C001259,PF,Varejo,Jaboatão dos Guararapes,PE,Loja Física,2021-10-10,79.0
C001260,Cliente C001260,PF,Corporate,Camaçari,BA,Loja Física,2023-06-04,55.7
C001261,Cliente C001261,PJ,Atacado,Salvador,BA,Marketplace,2024-05-15,54.5
C001262,Cliente C001262,PF,Premium,Juazeiro do Norte,CE,Online,2023-05-01,78.8
C001263,Cliente C001263,PJ,Varejo,Jaboatão dos Guararapes,PE,Loja Física,2021-06-11,75.3
C001264,Cliente C001264,PF,Varejo,Porto Alegre,RS,Online,2025-05-23,58.5
C001265,Cliente C001265,PF,Atacado,Salvador,BA,Loja Física,2022-06-11,65.6
C001266,Cliente C001266,PF,Varejo,Juiz de Fora,MG,Online,2022-07-10,82.2
C001267,Cliente C001267,PF,Varejo,Curitiba,PR,Loja Física,2024-11-24,46.7
C001268,Cliente C001268,PF,Varejo,Campinas,SP,Televendas,2022-04-26,61.4
C001269,Cliente C001269,PJ,Varejo,Chapecó,SC,Online,2022-11-02,84.8
C001270,Cliente C001270,PF,Varejo,Vitória da Conquista,BA,Loja Física,2023-01-17,58.5
C001271,Cliente C001271,PJ,Varejo,Olinda,PE,Loja Física,2022-09-25,55.5
C001272,Cliente C001272,PF,Varejo,Florianópolis,SC,Marketplace,2022-02-01,81.8
C001273,Cliente C001273,PJ,Corporate,Uberlândia,MG,Online,2021-02-23,40.1
C001274,Cliente C001274,PF,Corporate,Olinda,PE,Online,2021-10-01,70.0
C001275,Cliente C001275,PF,Varejo,Maracanaú,CE,Marketplace,2025-03-06,52.2
C001276,Cliente C001276,PJ,Varejo,Feira de Santana,BA,Marketplace,2020-11-05,90.3
C001277,Cliente C001277,PF,Atacado,Fortaleza,CE,Televendas,2024-04-01,63.7
C001278,Cliente C001278,PF,Varejo,Juiz de Fora,MG,Loja Física,2023-07-17,56.6
C001279,Cliente C001279,PJ,Varejo,Maracanaú,CE,Marketplace,2022-03-26,59.2
C001280,Cliente C001280,PF,Varejo,Feira de Santana,BA,Online,2020-03-13,83.1
C001281,Cliente C001281,PF,Corporate,Salvador,BA,Loja Física,2023-01-06,47.1
C001282,Cliente C001282,PF,Corporate,Ceilândia,DF,Loja Física,2023-11-14,80.6
C001283,Cliente C001283,PF,Premium,Joinville,SC,Loja Física,2021-02-08,86.8
C001284,Cliente C001284,PJ,Varejo,Chapecó,SC,Loja Física,2020-12-22,64.2
C001285,Cliente C001285,PF,Varejo,Campinas,SP,Marketplace,2023-03-24,31.0
C001286,Cliente C001286,PJ,Varejo,Recife,PE,Online,2024-11-20,86.0
C001287,Cliente C001287,PJ,Varejo,Rio de Janeiro,RJ,Loja Física,2022-09-30,73.4
C001288,Cliente C001288,PF,Varejo,Feira de Santana,BA,Online,2023-04-09,79.6
C001289,Cliente C001289,PJ,Varejo,Gama,DF,Loja Física,2020-01-13,77.7
C001290,Cliente C001290,PF,Varejo,Campos dos Goytacazes,RJ,Online,2025-05-24,77.7
C001291,Cliente C001291,PF,Corporate,São Paulo,SP,Online,2023-10-15,78.5
C001292,Cliente C001292,PF,Varejo,Ribeirão Preto,SP,Marketplace,2022-09-03,62.3
C001293,Cliente C001293,PJ,Corporate,Florianópolis,SC,Online,2023-07-27,47.5
C001294,Cliente C001294,PJ,Premium,Recife,PE,Loja Física,2023-07-23,86.5
C001295,Cliente C001295,PF,Corporate,Brasília,DF,Loja Física,2020-09-23,56.3
C001296,Cliente C001296,PF,Atacado,Ponta Grossa,PR,Marketplace,2020-01-03,88.6
C001297,Cliente C001297,PJ,Atacado,Brasília,DF,Online,2023-04-13,71.4
C001298,Cliente C001298,PJ,Varejo,Caucaia,CE,Loja Física,2023-05-05,54.6
C001299,Cliente C001299,PJ,Varejo,Campinas,SP,Online,2024-11-20,69.0
C001300,Cliente C001300,PF,Varejo,São Paulo,SP,Online,2020-03-22,59.1
C001301,Cliente C001301,PJ,Varejo,Jaboatão dos Guararapes,PE,Online,2025-06-13,88.2
C001302,Cliente C001302,PJ,Varejo,Campos dos Goytacazes,RJ,Marketplace,2022-08-11,67.9
C001303,Cliente C001303,PJ,Varejo,São Paulo,SP,Loja Física,2021-06-25,92.1
C001304,Cliente C001304,PF,Premium,São Paulo,SP,Loja Física,2023-11-23,37.0
C001305,Cliente C001305,PF,Atacado,Sorocaba,SP,Marketplace,2024-01-02,74.6
C001306,Cliente C001306,PF,Corporate,Caucaia,CE,Loja Física,2022-08-19,64.8
C001307,Cliente C001307,PF,Varejo,Sorocaba,SP,Online,2025-03-15,58.0
C001308,Cliente C001308,PF,Varejo,Caucaia,CE,Televendas,2021-08-30,77.7
C001309,Cliente C001309,PF,Atacado,Juazeiro do Norte,CE,Online,2025-04-22,85.2
C001310,Cliente C001310,PJ,Atacado,Feira de Santana,BA,Online,2024-01-16,61.0
C001311,Cliente C001311,PF,Varejo,Belo Horizonte,MG,Televendas,2025-06-07,60.6
C001312,Cliente C001312,PJ,Varejo,Ponta Grossa,PR,Online,2022-11-19,42.9
C001313,Cliente C001313,PJ,Premium,Ribeirão Preto,SP,Loja Física,2020-03-29,72.9
C001314,Cliente C001314,PF,Atacado,Gama,DF,Loja Física,2022-12-24,68.8
C001315,Cliente C001315,PJ,Atacado,Santos,SP,Marketplace,2022-06-08,35.9
C001316,Cliente C001316,PF,Atacado,Niterói,RJ,Online,2020-10-24,71.1
C001317,Cliente C001317,PF,Atacado,Caruaru,PE,Online,2024-06-26,78.4
C001318,Cliente C001318,PF,Atacado,Ribeirão Preto,SP,Online,2024-02-05,70.6
C001319,Cliente C001319,PJ,Varejo,Vitória da Conquista,BA,Online,2022-12-24,72.8
C001320,Cliente C001320,PJ,Premium,Caxias do Sul,RS,Online,2021-10-31,58.7
C001321,Cliente C001321,PJ,Varejo,Uberlândia,MG,Loja Física,2021-01-06,64.5
C001322,Cliente C001322,PF,Varejo,Maracanaú,CE,Loja Física,2023-09-02,69.8
C001323,Cliente C001323,PF,Corporate,Caruaru,PE,Loja Física,2020-03-13,78.1
C001324,Cliente C001324,PF,Varejo,Feira de Santana,BA,Online,2024-05-22,46.3
C001325,Cliente C001325,PF,Atacado,Florianópolis,SC,Loja Física,2022-10-10,80.4
C001326,Cliente C001326,PF,Varejo,Olinda,PE,Online,2021-04-02,78.7
C001327,Cliente C001327,PJ,Varejo,Feira de Santana,BA,Marketplace,2024-11-02,91.0
C001328,Cliente C001328,PF,Premium,Gama,DF,Loja Física,2025-07-10,74.1
C001329,Cliente C001329,PF,Varejo,São Paulo,SP,Online,2023-07-30,91.0
C001330,Cliente C001330,PF,Varejo,Maringá,PR,Loja Física,2025-05-15,83.5
C001331,Cliente C001331,PF,Varejo,Caucaia,CE,Online,2022-02-15,94.4
C001332,Cliente C001332,PJ,Atacado,São Paulo,SP,Online,2024-10-08,67.0
C001333,Cliente C001333,PF,Premium,Niterói,RJ,Online,2022-05-29,61.8
C001334,Cliente C001334,PF,Atacado,Porto Alegre,RS,Marketplace,2024-06-05,47.9
C001335,Cliente C001335,PF,Atacado,Sorocaba,SP,Online,2020-03-13,56.7
C001336,Cliente C001336,PF,Corporate,Vitória da Conquista,BA,Marketplace,2025-03-01,81.1
C001337,Cliente C001337,PF,Varejo,Ponta Grossa,PR,Online,2025-05-17,76.9
C001338,Cliente C001338,PF,Varejo,Ceilândia,DF,Loja Física,2025-02-27,44.8
C001339,Cliente C001339,PF,Varejo,Fortaleza,CE,Marketplace,2024-05-26,61.5
C001340,Cliente C001340,PF,Premium,Niterói,RJ,Online,2023-04-30,70.8
C001341,Cliente C001341,PJ,Varejo,Recife,PE,Online,2021-11-09,43.2
C001342,Cliente C001342,PF,Premium,Fortaleza,CE,Loja Física,2020-04-29,58.9
C001343,Cliente C001343,PF,Varejo,Contagem,MG,Marketplace,2020-11-14,76.6
C001344,Cliente C001344,PF,Atacado,Salvador,BA,Online,2024-11-14,61.8
C001345,Cliente C001345,PF,Varejo,Caucaia,CE,Marketplace,2021-01-02,52.3
C001346,Cliente C001346,PF,Atacado,Feira de Santana,BA,Loja Física,2020-08-11,58.2
C001347,Cliente C001347,PF,Premium,Feira de Santana,BA,Online,2020-05-21,65.6
C001348,Cliente C001348,PJ,Premium,Ponta Grossa,PR,Online,2025-06-30,67.5
C001349,Cliente C001349,PF,Varejo,Campinas,SP,Loja Física,2020-01-08,80.6
C001350,Cliente C001350,PF,Varejo,Ponta Grossa,PR,Online,2025-02-10,81.7
C001351,Cliente C001351,PJ,Premium,Feira de Santana,BA,Online,2021-05-22,83.5
C001352,Cliente C001352,PF,Varejo,Camaçari,BA,Marketplace,2021-11-22,58.2
C001353,Cliente C001353,PF,Varejo,Juiz de Fora,MG,Loja Física,2024-08-25,65.2
C001354,Cliente C001354,PF,Atacado,Ribeirão Preto,SP,Marketplace,2023-12-14,70.7
C001355,Cliente C001355,PJ,Premium,Santos,SP,Loja Física,2020-02-16,74.7
C001356,Cliente C001356,PJ,Atacado,Sorocaba,SP,Online,2022-11-30,54.7
C001357,Cliente C001357,PF,Premium,Santos,SP,Loja Física,2023-04-20,60.4
C001358,Cliente C001358,PF,Corporate,São Paulo,SP,Online,2021-07-02,73.9
C001359,Cliente C001359,PF,Varejo,Vitória da Conquista,BA,Online,2021-01-04,66.5
C001360,Cliente C001360,PJ,Varejo,Sorocaba,SP,Televendas,2022-03-01,77.2
C001361,Cliente C001361,PJ,Premium,Gama,DF,Online,2021-08-04,65.4
C001362,Cliente C001362,PF,Varejo,Caruaru,PE,Online,2022-11-21,59.2
C001363,Cliente C001363,PJ,Atacado,Ceilândia,DF,Loja Física,2021-06-17,59.5
C001364,Cliente C001364,PJ,Premium,Campinas,SP,Loja Física,2020-10-02,100.0
C001365,Cliente C001365,PF,Premium,Recife,PE,Loja Física,2023-02-19,70.0
C001366,Cliente C001366,PF,Varejo,Ribeirão Preto,SP,Marketplace,2021-03-19,65.4
C001367,Cliente C001367,PJ,Varejo,Niterói,RJ,Online,2024-03-22,70.4
C001368,Cliente C001368,PF,Atacado,Olinda,PE,Loja Física,2020-04-21,82.4
C001369,Cliente C001369,PF,Varejo,Ribeirão Preto,SP,Online,2022-07-06,75.1
C001370,Cliente C001370,PF,Varejo,Maracanaú,CE,Online,2025-04-18,82.3
C001371,Cliente C001371,PF,Varejo,Caruaru,PE,Online,2022-01-10,87.3
C001372,Cliente C001372,PF,Atacado,Santos,SP,Televendas,2020-06-21,58.9
C001373,Cliente C001373,PF,Atacado,Blumenau,SC,Marketplace,2021-12-25,77.2
C001374,Cliente C001374,PF,Atacado,São Paulo,SP,Online,2021-05-21,63.5
C001375,Cliente C001375,PF,Varejo,Niterói,RJ,Loja Física,2020-08-31,55.0
C001376,Cliente C001376,PF,Varejo,Rio de Janeiro,RJ,Marketplace,2020-09-12,61.6
C001377,Cliente C001377,PF,Premium,Santos,SP,Marketplace,2024-07-07,68.4
C001378,Cliente C001378,PJ,Varejo,Rio de Janeiro,RJ,Online,2024-09-26,55.3
C001379,Cliente C001379,PJ,Varejo,Salvador,BA,Online,2020-06-17,42.3
C001380,Cliente C001380,PF,Premium,Maracanaú,CE,Loja Física,2020-06-25,57.1
C001381,Cliente C001381,PF,Varejo,Camaçari,BA,Online,2023-12-20,90.9
C001382,Cliente C001382,PF,Atacado,Juazeiro do Norte,CE,Loja Física,2022-07-21,60.4
C001383,Cliente C001383,PF,Atacado,Rio de Janeiro,RJ,Online,2020-05-07,70.2
C001384,Cliente C001384,PF,Varejo,Ribeirão Preto,SP,Online,2022-01-28,70.2
C001385,Cliente C001385,PF,Varejo,Salvador,BA,Online,2022-11-15,78.4
C001386,Cliente C001386,PF,Varejo,Sorocaba,SP,Online,2024-03-01,71.9
C001387,Cliente C001387,PF,Corporate,Gama,DF,Online,2023-04-23,92.3
C001388,Cliente C001388,PF,Premium,Niterói,RJ,Marketplace,2022-12-14,39.9
C001389,Cliente C001389,PF,Varejo,Uberlândia,MG,Loja Física,2020-11-09,86.6
C001390,Cliente C001390,PF,Varejo,Caucaia,CE,Online,2023-11-26,76.6
C001391,Cliente C001391,PF,Premium,Uberlândia,MG,Loja Física,2025-06-24,92.7
C001392,Cliente C001392,PF,Premium,Santos,SP,Loja Física,2024-09-24,88.1
C001393,Cliente C001393,PF,Varejo,Fortaleza,CE,Online,2023-06-28,60.0
C001394,Cliente C001394,PF,Premium,Campos dos Goytacazes,RJ,Loja Física,2023-10-30,83.4
C001395,Cliente C001395,PF,Varejo,Ribeirão Preto,SP,Televendas,2025-05-02,63.0
C001396,Cliente C001396,PJ,Premium,Uberlândia,MG,Online,2021-05-02,65.2
C001397,Cliente C001397,PF,Premium,Santa Maria,RS,Online,2024-11-27,72.3
C001398,Cliente C001398,PF,Varejo,Porto Alegre,RS,Loja Física,2025-01-23,73.7
C001399,Cliente C001399,PF,Varejo,Fortaleza,CE,Online,2021-02-03,62.7
C001400,Cliente C001400,PF,Corporate,Campinas,SP,Online,2020-04-03,70.9
C001401,Cliente C001401,PF,Atacado,Ribeirão Preto,SP,Online,2023-07-13,57.3
C001402,Cliente C001402,PF,Corporate,Brasília,DF,Loja Física,2024-08-23,74.1
C001403,Cliente C001403,PF,Atacado,Feira de Santana,BA,Loja Física,2022-04-23,96.8
C001404,Cliente C001404,PF,Atacado,Sorocaba,SP,Marketplace,2024-01-25,67.0
C001405,Cliente C001405,PF,Premium,Taguatinga,DF,Online,2025-07-19,61.6
C001406,Cliente C001406,PF,Varejo,Feira de Santana,BA,Online,2020-09-14,74.4
C001407,Cliente C001407,PF,Varejo,Campinas,SP,Marketplace,2020-05-27,69.4
C001408,Cliente C001408,PJ,Atacado,São Paulo,SP,Online,2022-03-05,59.2
C001409,Cliente C001409,PJ,Premium,Caucaia,CE,Loja Física,2023-07-11,47.8
C001410,Cliente C001410,PF,Varejo,Recife,PE,Loja Física,2023-12-16,68.9
C001411,Cliente C001411,PF,Varejo,Vitória da Conquista,BA,Online,2020-09-25,70.4
C001412,Cliente C001412,PF,Varejo,Taguatinga,DF,Loja Física,2025-03-03,87.1
C001413,Cliente C001413,PJ,Varejo,Londrina,PR,Online,2021-02-14,77.8
C001414,Cliente C001414,PJ,Atacado,Recife,PE,Online,2021-09-03,75.9
C001415,Cliente C001415,PF,Corporate,Maracanaú,CE,Online,2021-06-28,72.6
C001416,Cliente C001416,PF,Varejo,Sorocaba,SP,Online,2022-04-30,58.9
C001417,Cliente C001417,PF,Premium,Gama,DF,Loja Física,2025-05-18,84.5
C001418,Cliente C001418,PF,Varejo,Fortaleza,CE,Online,2023-11-24,77.5
C001419,Cliente C001419,PJ,Varejo,São Paulo,SP,Marketplace,2020-01-15,86.7
C001420,Cliente C001420,PF,Varejo,Curitiba,PR,Marketplace,2023-11-09,78.3
C001421,Cliente C001421,PJ,Atacado,Curitiba,PR,Online,2023-02-06,84.6
C001422,Cliente C001422,PJ,Varejo,Olinda,PE,Online,2020-10-21,93.3
C001423,Cliente C001423,PJ,Varejo,Maracanaú,CE,Online,2020-06-20,55.7
C001424,Cliente C001424,PF,Varejo,Joinville,SC,Televendas,2024-06-04,33.6
C001425,Cliente C001425,PJ,Corporate,Santa Maria,RS,Loja Física,2023-06-27,48.5
C001426,Cliente C001426,PF,Premium,Niterói,RJ,Loja Física,2021-03-29,54.0
C001427,Cliente C001427,PF,Varejo,Chapecó,SC,Loja Física,2020-05-16,64.0
C001428,Cliente C001428,PF,Varejo,Brasília,DF,Online,2021-09-14,74.4
C001429,Cliente C001429,PF,Atacado,Londrina,PR,Online,2022-09-08,73.7
C001430,Cliente C001430,PF,Premium,Chapecó,SC,Loja Física,2025-02-14,81.6
C001431,Cliente C001431,PF,Varejo,Santa Maria,RS,Online,2023-07-26,86.8
C001432,Cliente C001432,PF,Corporate,Recife,PE,Online,2022-12-04,56.0
C001433,Cliente C001433,PF,Atacado,Campinas,SP,Online,2025-07-04,73.7
C001434,Cliente C001434,PF,Varejo,Jaboatão dos Guararapes,PE,Marketplace,2020-09-01,87.0
C001435,Cliente C001435,PF,Atacado,Caruaru,PE,Online,2022-09-22,66.4
C001436,Cliente C001436,PJ,Corporate,Londrina,PR,Online,2022-03-21,74.3
C001437,Cliente C001437,PF,Varejo,São Paulo,SP,Loja Física,2022-03-14,80.7
C001438,Cliente C001438,PF,Varejo,Belo Horizonte,MG,Loja Física,2024-11-28,89.9
C001439,Cliente C001439,PF,Varejo,Sorocaba,SP,Marketplace,2022-11-01,57.8
C001440,Cliente C001440,PF,Varejo,Niterói,RJ,Loja Física,2022-07-17,67.0
C001441,Cliente C001441,PF,Varejo,Florianópolis,SC,Online,2022-03-05,81.1
C001442,Cliente C001442,PJ,Premium,Ceilândia,DF,Online,2022-02-18,70.7
C001443,Cliente C001443,PF,Premium,Fortaleza,CE,Online,2025-06-29,92.7
C001444,Cliente C001444,PF,Corporate,Vitória da Conquista,BA,Online,2021-08-18,82.8
C001445,Cliente C001445,PF,Varejo,Jaboatão dos Guararapes,PE,Loja Física,2022-03-21,46.9
C001446,Cliente C001446,PF,Varejo,Santa Maria,RS,Marketplace,2024-08-27,39.8
C001447,Cliente C001447,PJ,Atacado,Belo Horizonte,MG,Loja Física,2023-12-05,61.0
C001448,Cliente C001448,PF,Varejo,Uberlândia,MG,Loja Física,2025-01-18,66.8
C001449,Cliente C001449,PF,Atacado,Feira de Santana,BA,Online,2022-11-11,63.7
C001450,Cliente C001450,PF,Varejo,Ponta Grossa,PR,Loja Física,2023-02-02,41.9
C001451,Cliente C001451,PF,Varejo,Santos,SP,Online,2021-11-19,92.3
C001452,Cliente C001452,PF,Varejo,Gama,DF,Loja Física,2023-03-07,69.3
C001453,Cliente C001453,PF,Premium,Porto Alegre,RS,Online,2024-04-08,80.1
C001454,Cliente C001454,PF,Premium,Ponta Grossa,PR,Marketplace,2020-04-11,47.2
C001455,Cliente C001455,PF,Varejo,Santos,SP,Televendas,2021-11-26,77.6
C001456,Cliente C001456,PF,Premium,Ceilândia,DF,Online,2021-07-05,78.6
C001457,Cliente C001457,PJ,Varejo,Uberlândia,MG,Online,2024-06-19,59.1
C001458,Cliente C001458,PJ,Corporate,Ribeirão Preto,SP,Loja Física,2021-02-23,55.0
C001459,Cliente C001459,PF,Varejo,Vitória da Conquista,BA,Online,2021-07-11,78.7
C001460,Cliente C001460,PJ,Varejo,Florianópolis,SC,Online,2024-08-31,53.4
C001461,Cliente C001461,PF,Varejo,Olinda,PE,Online,2025-03-06,58.4
C001462,Cliente C001462,PJ,Varejo,Taguatinga,DF,Online,2023-05-17,79.1
C001463,Cliente C001463,PF,Corporate,Niterói,RJ,Online,2022-08-04,77.7
C001464,Cliente C001464,PF,Varejo,Vitória da Conquista,BA,Loja Física,2021-01-17,84.4
C001465,Cliente C001465,PF,Atacado,Olinda,PE,Loja Física,2025-05-17,61.1
C001466,Cliente C001466,PF,Varejo,Curitiba,PR,Loja Física,2020-12-21,67.6
C001467,Cliente C001467,PF,Varejo,Volta Redonda,RJ,Online,2024-10-17,79.2
C001468,Cliente C001468,PJ,Corporate,Caruaru,PE,Marketplace,2021-10-04,59.8
C001469,Cliente C001469,PF,Corporate,Juiz de Fora,MG,Online,2020-08-09,54.0
C001470,Cliente C001470,PJ,Atacado,São Paulo,SP,Televendas,2020-03-14,88.1
C001471,Cliente C001471,PJ,Varejo,Santos,SP,Online,2020-03-07,63.4
C001472,Cliente C001472,PJ,Varejo,Campinas,SP,Marketplace,2022-06-10,36.5
C001473,Cliente C001473,PJ,Premium,Juiz de Fora,MG,Loja Física,2022-07-28,77.4
C001474,Cliente C001474,PF,Varejo,Pelotas,RS,Online,2024-11-25,64.4
C001475,Cliente C001475,PJ,Premium,Taguatinga,DF,Online,2020-05-30,60.1
C001476,Cliente C001476,PJ,Varejo,Curitiba,PR,Online,2023-08-27,83.3
C001477,Cliente C001477,PF,Varejo,Brasília,DF,Loja Física,2021-08-19,66.3
C001478,Cliente C001478,PF,Premium,Ponta Grossa,PR,Online,2020-03-31,89.5
C001479,Cliente C001479,PF,Atacado,Florianópolis,SC,Online,2024-12-28,75.9
C001480,Cliente C001480,PJ,Atacado,Vitória da Conquista,BA,Loja Física,2020-03-09,77.0
C001481,Cliente C001481,PF,Varejo,Ceilândia,DF,Online,2020-12-29,74.4
C001482,Cliente C001482,PF,Varejo,Caucaia,CE,Marketplace,2021-09-07,41.6
C001483,Cliente C001483,PF,Varejo,Feira de Santana,BA,Marketplace,2023-09-07,79.6
C001484,Cliente C001484,PJ,Varejo,Caucaia,CE,Loja Física,2024-10-08,74.3
C001485,Cliente C001485,PF,Varejo,Olinda,PE,Loja Física,2023-10-10,61.4
C001486,Cliente C001486,PJ,Varejo,Niterói,RJ,Loja Física,2025-04-09,39.1
C001487,Cliente C001487,PF,Atacado,Florianópolis,SC,Loja Física,2024-11-24,53.2
C001488,Cliente C001488,PF,Varejo,Caruaru,PE,Marketplace,2023-08-07,70.9
C001489,Cliente C001489,PJ,Varejo,Juiz de Fora,MG,Online,2022-06-02,52.5
C001490,Cliente C001490,PF,Varejo,Camaçari,BA,Loja Física,2024-08-12,96.0
C001491,Cliente C001491,PF,Corporate,Campinas,SP,Online,2023-06-11,86.9
C001492,Cliente C001492,PF,Varejo,Sorocaba,SP,Loja Física,2023-02-01,80.4
C001493,Cliente C001493,PF,Varejo,Maracanaú,CE,Marketplace,2024-01-04,88.3
C001494,Cliente C001494,PF,Premium,Uberlândia,MG,Online,2025-04-26,42.6
C001495,Cliente C001495,PJ,Atacado,Taguatinga,DF,Loja Física,2023-01-21,78.9
C001496,Cliente C001496,PF,Atacado,Recife,PE,Online,2022-12-12,71.5
C001497,Cliente C001497,PF,Varejo,Salvador,BA,Loja Física,2021-06-10,81.3
C001498,Cliente C001498,PF,Premium,Niterói,RJ,Online,2022-03-23,76.7
C001499,Cliente C001499,PF,Varejo,Volta Redonda,RJ,Loja Física,2025-07-09,89.7
C001500,Cliente C001500,PF,Varejo,Santos,SP,Loja Física,2023-12-22,89.4
