VendaID,Data,ClienteID,ProdutoID,Canal,Forma_Pagamento,Status,Quantidade,Preco_Unit,Desconto_Perc,Receita_Bruta,Receita_Liquida,Custo_Total,Lucro,Cidade,UF,Segmento_Cliente
V018049,2025-07-07,C001422,P000158,Loja Física,Crédito,Entregue,3,7.08,0.215,21.24,16.67,15.63,1.04,Olinda,PE,Varejo
V049937,2024-01-25,C000624,P000447,Online,Pix,Entregue,3,12.99,0.322,38.97,26.42,28.17,-1.75,Ribeirão Preto,SP,Varejo
V017373,2025-06-24,C000987,P000846,Online,Pix,Entregue,3,15.8,0.069,47.4,44.13,35.37,8.76,Florianópolis,SC,Varejo
V022022,2024-12-18,C000642,P000074,Online,Crédito,Entregue,1,7.55,0.311,7.55,5.2,4.45,0.75,Rio de Janeiro,RJ,Varejo
V046365,2024-07-03,C000741,P001066,Online,Crédito,Entregue,2,12.04,0.193,24.08,19.43,15.64,3.79,Jaboatão dos Guararapes,PE,Premium
V023538,2024-03-08,C000093,P000418,Online,Boleto,Entregue,3,5.19,0.26,15.57,11.52,9.6,1.92,Joinville,SC,Atacado
V045500,2024-08-05,C000005,P000310,Loja Física,Crédito,Entregue,3,15.14,0.232,45.42,34.88,26.82,8.06,Volta Redonda,RJ,Varejo
V040186,2025-06-09,C000218,P000693,Marketplace,Pix,Entregue,3,17.24,0.246,51.72,39.0,33.36,5.64,Feira de Santana,BA,Varejo
V009614,2025-07-05,C000123,P000688,Marketplace,Crédito,Entregue,4,9.56,0.029,38.24,37.13,29.56,7.57,Campinas,SP,Atacado
V043282,2024-12-19,C000913,P001186,Loja Física,Pix,Entregue,4,14.14,0.102,56.56,50.79,35.64,15.15,Blumenau,SC,Premium
V037892,2025-05-31,C000856,P000745,Loja Física,Pix,Entregue,3,9.91,0.235,29.73,22.74,17.7,5.04,Camaçari,BA,Corporate
V026179,2025-03-15,C000110,P000015,Marketplace,Crédito,Entregue,3,14.63,0.205,43.89,34.89,33.81,1.08,Brasília,DF,Premium
V045893,2024-07-17,C000407,P000151,Loja Física,Débito,Entregue,3,16.43,0.161,49.29,41.35,37.14,4.21,Santos,SP,Varejo
V020934,2024-01-20,C000516,P001075,Marketplace,Crédito,Entregue,1,12.79,0.277,12.79,9.25,8.75,0.5,Londrina,PR,Varejo
V040972,2025-06-15,C001197,P000092,Online,Crédito,Entregue,2,18.55,0.29,37.1,26.34,20.9,5.44,Caxias do Sul,RS,Varejo
V022225,2025-01-02,C000598,P000541,Loja Física,Pix,Entregue,2,11.68,0.023,23.36,22.82,16.62,6.2,Feira de Santana,BA,Premium
V024382,2024-12-18,C000164,P000101,Marketplace,Pix,Entregue,4,27.64,0.079,110.56,101.83,70.72,31.11,Sorocaba,SP,Varejo
V034856,2024-05-18,C001168,P001007,Loja Física,Crédito,Entregue,6,10.89,0.097,65.34,59.0,47.22,11.78,Recife,PE,Varejo
V048578,2024-12-07,C001118,P000220,Loja Física,Crédito,Entregue,1,14.99,0.043,14.99,14.35,9.81,4.54,Salvador,BA,Varejo
V038537,2024-02-04,C001218,P000763,Online,Crédito,Entregue,4,16.47,0.198,65.88,52.84,46.36,6.48,Blumenau,SC,Premium
V031756,2024-12-25,C000773,P000702,Loja Física,Crédito,Entregue,2,10.5,0.119,21.0,18.5,15.74,2.76,Campos dos Goytacazes,RJ,Varejo
V007754,2024-06-29,C000955,P000126,Loja Física,Crédito,Entregue,4,11.18,0.168,44.72,37.21,29.8,7.41,Ribeirão Preto,SP,Varejo
V046639,2025-06-21,C001043,P001123,Online,Crédito,Entregue,3,8.64,0.067,25.92,24.18,17.85,6.33,Curitiba,PR,Corporate
V043835,2025-06-27,C000693,P000909,Loja Física,Débito,Entregue,3,36.77,0.173,110.31,91.23,59.85,31.38,Joinville,SC,Varejo
V026236,2025-07-28,C000601,P000135,Loja Física,Crédito,Entregue,3,13.18,0.35,39.54,25.7,26.01,-0.31,Ceilândia,DF,Varejo
V044230,2025-03-20,C000405,P000799,Loja Física,Crédito,Entregue,3,23.0,0.171,69.0,57.2,43.89,13.31,Curitiba,PR,Varejo
V049597,2025-06-29,C001455,P000299,Online,Pix,Entregue,3,7.58,0.071,22.74,21.13,14.46,6.67,Santos,SP,Varejo
V018553,2024-09-28,C000837,P001050,Loja Física,Débito,Entregue,2,17.1,0.082,34.2,31.4,25.34,6.06,Gama,DF,Premium
V043137,2025-06-23,C001411,P000384,Loja Física,Crédito,Entregue,2,9.6,0.224,19.2,14.9,11.22,3.68,Vitória da Conquista,BA,Varejo
V036673,2024-08-25,C000624,P000277,Loja Física,Crédito,Entregue,2,24.64,0.106,49.28,44.06,27.52,16.54,Ribeirão Preto,SP,Varejo
V043650,2024-11-22,C000433,P000983,Online,Pix,Entregue,2,12.83,0.201,25.66,20.5,15.94,4.56,Ponta Grossa,PR,Premium
V003941,2024-10-06,C000452,P000745,Online,Débito,Entregue,3,9.39,0.073,28.17,26.11,17.7,8.41,Santa Maria,RS,Premium
V031497,2024-04-29,C000311,P000408,Loja Física,Pix,Entregue,2,17.79,0.197,35.58,28.57,19.66,8.91,Ponta Grossa,PR,Varejo
V026594,2024-08-01,C001294,P000840,Loja Física,Crédito,Entregue,3,22.08,0.122,66.24,58.16,50.49,7.67,Recife,PE,Premium
V023922,2025-02-12,C000017,P000070,Marketplace,Pix,Entregue,5,10.59,0.087,52.95,48.34,32.15,16.19,Recife,PE,Premium
V026403,2025-03-12,C000585,P001154,Loja Física,Débito,Cancelado,1,4.52,0.108,4.52,4.03,3.07,0.96,Juiz de Fora,MG,Varejo
V045943,2024-06-22,C001315,P000317,Loja Física,Crédito,Entregue,2,9.87,0.179,19.74,16.21,11.96,4.25,Santos,SP,Atacado
V048526,2025-06-05,C000730,P001053,Online,Crédito,Entregue,2,26.52,0.074,53.04,49.12,30.0,19.12,Florianópolis,SC,Premium
V018316,2025-06-03,C001307,P000493,Online,Crédito,Devolvido,6,15.58,0.219,93.48,73.01,65.58,7.43,Sorocaba,SP,Varejo
V036894,2024-02-04,C000421,P000919,Marketplace,Boleto,Entregue,5,14.89,0.125,74.45,65.14,50.35,14.79,Rio de Janeiro,RJ,Varejo
V026696,2024-04-02,C000943,P000555,Online,Crédito,Entregue,2,4.68,0.318,9.36,6.38,6.32,0.06,Ceilândia,DF,Varejo
V042128,2024-10-30,C000684,P001036,Marketplace,Pix,Entregue,2,7.95,0.195,15.9,12.8,10.8,2.0,Volta Redonda,RJ,Varejo
V014171,2025-05-26,C000148,P000585,Loja Física,Crédito,Entregue,2,7.25,0.106,14.5,12.96,10.1,2.86,Curitiba,PR,Premium
V003733,2024-09-28,C000628,P000050,Online,Débito,Entregue,3,16.23,0.038,48.69,46.84,33.42,13.42,Rio de Janeiro,RJ,Atacado
V007882,2024-12-24,C000734,P000669,Marketplace,Pix,Entregue,2,5.19,0.041,10.38,9.95,7.04,2.91,Juiz de Fora,MG,Corporate
V006017,2025-07-25,C000791,P000006,Online,Boleto,Entregue,4,10.17,0.045,40.68,38.85,31.28,7.57,Santos,SP,Varejo
V023030,2024-08-22,C000286,P000349,Loja Física,Crédito,Entregue,5,5.95,0.235,29.75,22.76,19.55,3.21,Brasília,DF,Varejo
V035474,2024-09-08,C001409,P000678,Loja Física,Pix,Entregue,2,11.36,0.095,22.72,20.56,13.26,7.3,Caucaia,CE,Premium
V049686,2024-07-17,C001235,P000798,Online,Débito,Entregue,2,22.05,0.192,44.1,35.63,34.7,0.93,Feira de Santana,BA,Premium
V004818,2025-01-06,C000952,P000001,Loja Física,Crédito,Entregue,1,24.88,0.227,24.88,19.23,14.2,5.03,Olinda,PE,Premium
V041694,2024-05-04,C000082,P000711,Online,Crédito,Entregue,3,13.15,0.183,39.45,32.23,25.8,6.43,São Paulo,SP,Varejo
V012008,2024-07-13,C000086,P001121,Online,Pix,Entregue,3,11.64,0.251,34.92,26.16,28.35,-2.19,Gama,DF,Atacado
V041328,2024-08-05,C000366,P001200,Loja Física,Crédito,Entregue,2,23.04,0.148,46.08,39.26,33.92,5.34,Belo Horizonte,MG,Atacado
V009507,2024-02-10,C000707,P000988,Online,Débito,Entregue,4,4.73,0.088,18.92,17.26,12.28,4.98,Juazeiro do Norte,CE,Premium
V044799,2025-04-29,C000853,P000178,Online,Débito,Entregue,2,16.87,0.094,33.74,30.57,26.98,3.59,Fortaleza,CE,Atacado
V034063,2024-03-28,C000267,P001054,Loja Física,Pix,Entregue,4,11.03,0.35,44.12,28.68,28.52,0.16,Pelotas,RS,Varejo
V027475,2024-04-08,C000156,P000501,Loja Física,Crédito,Entregue,1,3.82,0.163,3.82,3.2,2.44,0.76,Ponta Grossa,PR,Varejo
V031144,2024-07-27,C000917,P000860,Loja Física,Pix,Entregue,2,10.47,0.227,20.94,16.19,14.3,1.89,Curitiba,PR,Varejo
V021236,2024-07-17,C001396,P000484,Online,Pix,Entregue,3,9.83,0.129,29.49,25.69,16.95,8.74,Uberlândia,MG,Premium
V001391,2024-10-11,C000696,P000538,Loja Física,Débito,Entregue,3,6.1,0.055,18.3,17.29,13.95,3.34,Salvador,BA,Varejo
V038250,2025-05-29,C000734,P000557,Marketplace,Pix,Entregue,3,14.46,0.078,43.38,40.0,32.58,7.42,Juiz de Fora,MG,Corporate
V037625,2024-09-09,C001341,P001111,Loja Física,Crédito,Entregue,3,14.5,0.051,43.5,41.28,28.5,12.78,Recife,PE,Varejo
V042029,2024-05-08,C001201,P000582,Loja Física,Débito,Entregue,2,6.66,0.198,13.32,10.68,8.64,2.04,Belo Horizonte,MG,Varejo
V020835,2024-02-01,C000291,P000504,Loja Física,Pix,Entregue,1,5.58,0.222,5.58,4.34,4.48,-0.14,Caruaru,PE,Varejo
V014758,2025-05-10,C000201,P000559,Loja Física,Crédito,Entregue,1,17.98,0.033,17.98,17.39,9.9,7.49,Caucaia,CE,Varejo
V026397,2025-04-12,C000618,P000125,Loja Física,Crédito,Entregue,2,31.18,0.107,62.36,55.69,34.9,20.79,Campinas,SP,Corporate
V006809,2024-03-14,C001019,P001039,Online,Pix,Entregue,2,13.92,0.12,27.84,24.5,21.4,3.1,Niterói,RJ,Premium
V009226,2024-08-17,C000309,P000353,Online,Crédito,Entregue,3,5.48,0.35,16.44,10.69,10.65,0.04,Campinas,SP,Varejo
V048395,2024-07-09,C000879,P000369,Online,Crédito,Entregue,3,11.48,0.35,34.44,22.39,19.5,2.89,Londrina,PR,Varejo
V005396,2024-04-27,C000720,P000573,Marketplace,Crédito,Entregue,4,8.48,0.336,33.92,22.52,24.48,-1.96,Rio de Janeiro,RJ,Varejo
V006944,2025-06-25,C001048,P000885,Loja Física,Pix,Entregue,4,12.09,0.226,48.36,37.43,34.52,2.91,Ponta Grossa,PR,Varejo
V023871,2024-05-14,C000061,P000206,Loja Física,Crédito,Entregue,3,11.0,0.121,33.0,29.01,20.13,8.88,Campinas,SP,Varejo
V032493,2024-12-18,C000232,P001083,Online,Pix,Entregue,3,22.36,0.206,67.08,53.26,41.46,11.8,Campos dos Goytacazes,RJ,Varejo
V036346,2025-03-03,C000986,P000088,Loja Física,Crédito,Entregue,6,28.73,0.146,172.38,147.21,107.46,39.75,Contagem,MG,Varejo
V010756,2025-07-25,C000888,P000504,Marketplace,Crédito,Entregue,4,5.93,0.057,23.72,22.37,17.92,4.45,Ceilândia,DF,Atacado
V012302,2025-04-08,C000467,P000816,Loja Física,Crédito,Entregue,1,39.71,0.211,39.71,31.33,22.67,8.66,Camaçari,BA,Varejo
V048387,2024-03-23,C000333,P000941,Online,Pix,Entregue,2,5.65,0.062,11.3,10.6,7.32,3.28,Niterói,RJ,Premium
V042746,2024-12-02,C000068,P000409,Online,Crédito,Entregue,1,9.43,0.086,9.43,8.62,6.56,2.06,Niterói,RJ,Varejo
V029090,2024-02-05,C000810,P000441,Loja Física,Débito,Entregue,2,11.69,0.079,23.38,21.53,14.06,7.47,Chapecó,SC,Varejo
V044713,2024-11-20,C000027,P000376,Online,Pix,Entregue,1,11.27,0.261,11.27,8.33,8.77,-0.44,Jaboatão dos Guararapes,PE,Atacado
V014344,2025-04-02,C000429,P000485,Online,Crédito,Entregue,3,6.48,0.066,19.44,18.16,13.86,4.3,Londrina,PR,Premium
V038173,2025-05-15,C000992,P000648,Online,Crédito,Entregue,2,11.15,0.134,22.3,19.31,18.42,0.89,Ribeirão Preto,SP,Varejo
V005072,2024-05-02,C000592,P000919,Marketplace,Boleto,Entregue,3,14.34,0.14,43.02,37.0,30.21,6.79,Recife,PE,Corporate
V024122,2025-02-06,C001496,P000083,Marketplace,Débito,Entregue,2,18.06,0.049,36.12,34.35,24.96,9.39,Recife,PE,Atacado
V048810,2025-02-02,C001285,P000816,Loja Física,Pix,Entregue,2,36.98,0.317,73.96,50.51,45.34,5.17,Campinas,SP,Varejo
V017821,2025-04-03,C000334,P000158,Marketplace,Pix,Entregue,3,6.83,0.23,20.49,15.78,15.63,0.15,Caruaru,PE,Atacado
V001123,2024-04-24,C001029,P000948,Online,Débito,Entregue,2,29.39,0.308,58.78,40.68,39.82,0.86,Campos dos Goytacazes,RJ,Varejo
V011265,2024-04-07,C000329,P000242,Online,Crédito,Entregue,3,23.81,0.185,71.43,58.22,52.35,5.87,Camaçari,BA,Varejo
V030580,2024-09-29,C000441,P000009,Loja Física,Pix,Entregue,2,19.35,0.35,38.7,25.16,21.38,3.78,Camaçari,BA,Varejo
V045465,2025-02-27,C001182,P000793,Online,Pix,Entregue,1,26.2,0.103,26.2,23.5,20.77,2.73,Taguatinga,DF,Varejo
V048217,2024-03-11,C000017,P000590,Online,Crédito,Entregue,2,6.25,0.034,12.5,12.08,7.42,4.66,Recife,PE,Premium
V043045,2024-02-19,C001090,P000833,Loja Física,Pix,Entregue,4,32.86,0.247,131.44,98.97,82.84,16.13,Sorocaba,SP,Varejo
V015657,2024-07-11,C001299,P001140,Loja Física,Pix,Entregue,4,9.78,0.125,39.12,34.23,25.12,9.11,Campinas,SP,Varejo
V001901,2024-06-12,C000047,P000003,Loja Física,Boleto,Cancelado,2,10.37,0.277,20.74,15.0,11.94,3.06,Rio de Janeiro,RJ,Varejo
V000148,2024-08-27,C000384,P000994,Marketplace,Pix,Entregue,5,16.44,0.229,82.2,63.38,55.7,7.68,Camaçari,BA,Varejo
V029643,2025-04-01,C000608,P000613,Marketplace,Crédito,Entregue,3,11.37,0.241,34.11,25.89,23.91,1.98,Curitiba,PR,Premium
V003212,2024-12-24,C000840,P000423,Online,Pix,Entregue,2,11.28,0.039,22.56,21.68,13.66,8.02,Fortaleza,CE,Premium
V043851,2024-04-23,C001133,P001136,Online,Crédito,Entregue,3,16.3,0.11,48.9,43.52,32.97,10.55,Campinas,SP,Corporate
V002355,2024-05-21,C001107,P000268,Loja Física,Crédito,Entregue,5,15.05,0.102,75.25,67.57,59.65,7.92,Jaboatão dos Guararapes,PE,Corporate
V031521,2024-11-29,C001499,P000135,Loja Física,Pix,Entregue,6,13.57,0.086,81.42,74.42,52.02,22.4,Volta Redonda,RJ,Varejo
V042584,2025-03-02,C000424,P000324,Online,Pix,Entregue,3,15.05,0.199,45.15,36.17,25.29,10.88,Curitiba,PR,Varejo
V043338,2024-03-18,C001374,P000104,Loja Física,Crédito,Entregue,3,12.29,0.047,36.87,35.14,27.96,7.18,São Paulo,SP,Atacado
V045285,2024-06-26,C000824,P000149,Loja Física,Pix,Entregue,2,8.09,0.078,16.18,14.92,12.98,1.94,Feira de Santana,BA,Atacado
V046957,2024-10-18,C000524,P000336,Loja Física,Pix,Entregue,4,10.97,0.181,43.88,35.94,29.08,6.86,Caucaia,CE,Varejo
V048791,2024-10-07,C000205,P000337,Online,Débito,Entregue,3,17.27,0.068,51.81,48.29,34.53,13.76,Fortaleza,CE,Premium
V036586,2024-12-25,C000776,P000983,Loja Física,Crédito,Entregue,3,11.85,0.191,35.55,28.76,23.91,4.85,Santos,SP,Varejo
V010466,2024-05-12,C000560,P001179,Online,Crédito,Entregue,3,8.84,0.127,26.52,23.15,21.15,2.0,Porto Alegre,RS,Varejo
V007822,2025-06-10,C001359,P000219,Televendas,Crédito,Entregue,5,11.49,0.051,57.45,54.52,34.3,20.22,Vitória da Conquista,BA,Varejo
V007206,2024-08-03,C000196,P000201,Loja Física,Débito,Entregue,2,11.3,0.288,22.6,16.09,15.84,0.25,Fortaleza,CE,Varejo
V006414,2024-08-09,C001486,P001168,Loja Física,Boleto,Entregue,2,14.22,0.293,28.44,20.11,19.7,0.41,Niterói,RJ,Varejo
V034047,2024-10-01,C000671,P000657,Loja Física,Pix,Entregue,5,17.12,0.274,85.6,62.15,48.7,13.45,Fortaleza,CE,Premium
V012729,2025-07-20,C000970,P000535,Online,Pix,Entregue,3,12.57,0.136,37.71,32.58,25.2,7.38,Campinas,SP,Premium
V006926,2024-10-02,C001288,P000839,Televendas,Crédito,Entregue,2,17.35,0.141,34.7,29.81,19.64,10.17,Feira de Santana,BA,Varejo
V027996,2024-04-15,C001353,P000290,Loja Física,Pix,Entregue,1,8.28,0.048,8.28,7.88,5.98,1.9,Juiz de Fora,MG,Varejo
V037613,2025-04-19,C000584,P000223,Loja Física,Crédito,Entregue,2,1.97,0.113,3.94,3.49,3.0,0.49,Maracanaú,CE,Atacado
V039484,2024-04-22,C001400,P000163,Loja Física,Pix,Entregue,2,4.09,0.223,8.18,6.36,6.4,-0.04,Campinas,SP,Corporate
V003017,2024-05-10,C000954,P000768,Marketplace,Crédito,Entregue,2,14.72,0.11,29.44,26.2,20.94,5.26,Campinas,SP,Premium
V001641,2024-09-15,C000386,P000794,Online,Crédito,Entregue,2,9.86,0.132,19.72,17.12,12.46,4.66,Salvador,BA,Varejo
V008884,2025-05-22,C001019,P000160,Loja Física,Crédito,Entregue,2,10.36,0.178,20.72,17.03,15.22,1.81,Niterói,RJ,Premium
V037602,2025-01-14,C000265,P001067,Marketplace,Pix,Entregue,4,13.03,0.35,52.12,33.88,39.24,-5.36,Uberlândia,MG,Varejo
V012970,2024-02-04,C001493,P000074,Loja Física,Crédito,Entregue,3,7.71,0.168,23.13,19.24,13.35,5.89,Maracanaú,CE,Varejo
V023464,2024-04-18,C001262,P000499,Online,Pix,Entregue,2,20.79,0.192,41.58,33.6,22.9,10.7,Juazeiro do Norte,CE,Premium
V015758,2024-11-07,C000202,P000110,Marketplace,Pix,Entregue,3,10.44,0.099,31.32,28.22,23.28,4.94,Taguatinga,DF,Varejo
V044077,2025-03-11,C001274,P000120,Loja Física,Pix,Entregue,3,11.75,0.242,35.25,26.72,21.54,5.18,Olinda,PE,Corporate
V004087,2024-12-26,C000149,P000890,Loja Física,Crédito,Entregue,1,10.99,0.186,10.99,8.95,8.91,0.04,Volta Redonda,RJ,Varejo
V000509,2025-05-18,C001256,P000365,Loja Física,Pix,Entregue,1,13.44,0.289,13.44,9.56,10.45,-0.89,Santos,SP,Varejo
V006355,2024-11-19,C000595,P001187,Loja Física,Crédito,Entregue,4,7.09,0.009,28.36,28.1,15.92,12.18,Volta Redonda,RJ,Varejo
V029645,2025-05-04,C000467,P000761,Loja Física,Pix,Entregue,2,7.67,0.295,15.34,10.81,9.14,1.67,Camaçari,BA,Varejo
V020816,2025-07-07,C001419,P000929,Loja Física,Pix,Entregue,5,21.63,0.187,108.15,87.93,72.1,15.83,São Paulo,SP,Varejo
V006235,2025-04-26,C001012,P000867,Online,Crédito,Entregue,2,26.11,0.112,52.22,46.37,31.94,14.43,Feira de Santana,BA,Varejo
V031990,2024-07-12,C000427,P000789,Online,Pix,Entregue,3,14.27,0.057,42.81,40.37,27.09,13.28,Niterói,RJ,Varejo
V012996,2025-06-06,C001495,P000134,Online,Crédito,Entregue,2,23.46,0.162,46.92,39.32,31.76,7.56,Taguatinga,DF,Atacado
V042502,2024-07-13,C000675,P000925,Online,Crédito,Entregue,3,8.05,0.021,24.15,23.64,15.09,8.55,Florianópolis,SC,Premium
V038921,2024-09-15,C000384,P000289,Online,Crédito,Entregue,2,5.72,0.19,11.44,9.27,8.68,0.59,Camaçari,BA,Varejo
V000263,2024-11-13,C000910,P000627,Marketplace,Pix,Entregue,5,6.81,0.133,34.05,29.52,24.0,5.52,Contagem,MG,Atacado
V007892,2025-06-14,C000393,P000374,Loja Física,Crédito,Entregue,1,18.15,0.105,18.15,16.24,11.99,4.25,Campinas,SP,Corporate
V010528,2024-01-06,C000726,P000268,Televendas,Crédito,Entregue,7,15.52,0.167,108.64,90.5,83.51,6.99,Sorocaba,SP,Premium
V018601,2024-05-08,C000606,P000632,Online,Crédito,Entregue,2,8.33,0.25,16.66,12.5,9.46,3.04,Ribeirão Preto,SP,Varejo
V024115,2024-10-04,C000122,P000440,Loja Física,Pix,Entregue,2,21.06,0.064,42.12,39.42,25.8,13.62,Uberlândia,MG,Varejo
V033499,2025-06-01,C000044,P000620,Loja Física,Crédito,Entregue,6,7.99,0.131,47.94,41.66,30.0,11.66,Recife,PE,Atacado
V013472,2025-07-28,C000425,P000909,Loja Física,Crédito,Cancelado,4,34.07,0.091,136.28,123.88,79.8,44.08,Caxias do Sul,RS,Varejo
V031726,2024-02-07,C001318,P000425,Loja Física,Boleto,Entregue,4,22.91,0.124,91.64,80.28,49.96,30.32,Ribeirão Preto,SP,Atacado
V023691,2025-06-15,C000376,P001099,Online,Pix,Entregue,2,8.17,0.084,16.34,14.97,10.46,4.51,Fortaleza,CE,Varejo
V010558,2024-12-11,C000336,P000875,Loja Física,Boleto,Entregue,2,17.62,0.35,35.24,22.91,25.54,-2.63,Ribeirão Preto,SP,Atacado
V006557,2025-04-19,C000973,P000828,Online,Débito,Entregue,2,9.78,0.188,19.56,15.88,14.2,1.68,Ceilândia,DF,Premium
V045578,2024-04-05,C000103,P000128,Online,Pix,Entregue,4,14.05,0.193,56.2,45.35,41.4,3.95,Contagem,MG,Varejo
V041504,2024-03-21,C000136,P001069,Online,Débito,Entregue,3,13.28,0.162,39.84,33.39,24.84,8.55,Maringá,PR,Varejo
V027873,2025-06-15,C000473,P000204,Online,Crédito,Entregue,4,30.71,0.236,122.84,93.85,81.48,12.37,Porto Alegre,RS,Premium
V010811,2025-07-12,C000218,P000769,Televendas,Crédito,Entregue,3,21.85,0.157,65.55,55.26,38.1,17.16,Feira de Santana,BA,Varejo
V038215,2025-03-03,C001222,P000103,Online,Débito,Cancelado,6,14.8,0.27,88.8,64.82,62.52,2.3,Campos dos Goytacazes,RJ,Corporate
V011731,2024-02-14,C000504,P001129,Televendas,Pix,Entregue,3,25.73,0.154,77.19,65.3,49.44,15.86,São Paulo,SP,Corporate
V027439,2024-02-04,C000211,P000663,Online,Pix,Entregue,5,13.81,0.16,69.05,58.0,38.25,19.75,Belo Horizonte,MG,Varejo
V021780,2025-03-24,C000830,P001150,Marketplace,Débito,Cancelado,8,11.05,0.086,88.4,80.8,54.56,26.24,Pelotas,RS,Varejo
V034080,2024-11-26,C001469,P000067,Online,Pix,Entregue,9,11.91,0.276,107.19,77.61,61.65,15.96,Juiz de Fora,MG,Corporate
V022916,2025-04-06,C000017,P000992,Loja Física,Crédito,Entregue,2,10.72,0.033,21.44,20.73,17.06,3.67,Recife,PE,Premium
V008086,2025-08-03,C001475,P000254,Loja Física,Crédito,Cancelado,3,6.08,0.082,18.24,16.74,12.81,3.93,Taguatinga,DF,Premium
V043468,2024-09-16,C001111,P000894,Loja Física,Crédito,Entregue,2,10.97,0.058,21.94,20.67,12.94,7.73,Rio de Janeiro,RJ,Atacado
V014710,2024-10-31,C000821,P000318,Online,Débito,Entregue,3,13.87,0.152,41.61,35.29,29.16,6.13,Belo Horizonte,MG,Varejo
V015467,2024-10-26,C001214,P000221,Loja Física,Crédito,Entregue,6,16.16,0.246,96.96,73.11,71.4,1.71,Recife,PE,Varejo
V037173,2024-08-16,C000257,P000353,Loja Física,Pix,Entregue,2,5.08,0.118,10.16,8.96,7.1,1.86,Caxias do Sul,RS,Varejo
V028749,2024-05-30,C000952,P000248,Loja Física,Crédito,Entregue,2,21.17,0.013,42.34,41.79,24.94,16.85,Olinda,PE,Premium
V003105,2025-01-25,C000682,P000507,Online,Crédito,Entregue,4,8.6,0.13,34.4,29.93,23.0,6.93,Fortaleza,CE,Premium
V000709,2024-06-19,C000405,P000415,Loja Física,Crédito,Entregue,2,13.36,0.14,26.72,22.98,20.16,2.82,Curitiba,PR,Varejo
V038386,2025-05-16,C001051,P000016,Loja Física,Débito,Entregue,2,12.11,0.332,24.22,16.18,14.06,2.12,Chapecó,SC,Varejo
V023445,2025-07-02,C001001,P000998,Online,Débito,Entregue,3,15.48,0.068,46.44,43.28,31.8,11.48,Taguatinga,DF,Varejo
V026511,2024-08-02,C001461,P000473,Online,Crédito,Entregue,3,17.15,0.228,51.45,39.72,32.22,7.5,Olinda,PE,Varejo
V008467,2024-07-10,C001276,P000631,Marketplace,Crédito,Entregue,7,14.18,0.038,99.26,95.49,70.98,24.51,Feira de Santana,BA,Varejo
V006231,2024-10-01,C001282,P000722,Online,Crédito,Entregue,5,11.55,0.194,57.75,46.55,32.45,14.1,Ceilândia,DF,Corporate
V046359,2024-06-23,C000291,P000189,Loja Física,Crédito,Entregue,4,16.63,0.093,66.52,60.33,43.6,16.73,Caruaru,PE,Varejo
V039358,2024-02-06,C000522,P001026,Loja Física,Pix,Entregue,4,12.35,0.193,49.4,39.87,36.2,3.67,Blumenau,SC,Varejo
V016387,2024-08-26,C000544,P000689,Loja Física,Pix,Entregue,5,27.24,0.137,136.2,117.54,75.0,42.54,São Paulo,SP,Atacado
V034166,2024-02-18,C000904,P000779,Televendas,Pix,Entregue,5,26.91,0.127,134.55,117.46,96.55,20.91,São Paulo,SP,Corporate
V004169,2024-01-18,C001230,P000300,Online,Pix,Entregue,5,15.98,0.215,79.9,62.72,55.0,7.72,Pelotas,RS,Premium
V005804,2024-05-13,C000857,P000577,Online,Pix,Entregue,2,7.03,0.107,14.06,12.56,11.14,1.42,Vitória da Conquista,BA,Corporate
V012754,2025-03-02,C001389,P000826,Online,Crédito,Entregue,2,14.42,0.037,28.84,27.77,22.18,5.59,Uberlândia,MG,Varejo
V002190,2025-07-29,C001138,P000504,Marketplace,Débito,Cancelado,2,5.98,0.102,11.96,10.74,8.96,1.78,Feira de Santana,BA,Corporate
V012188,2025-05-27,C001104,P000505,Loja Física,Crédito,Entregue,6,9.69,0.126,58.14,50.81,39.12,11.69,Campinas,SP,Premium
V031728,2025-06-02,C000294,P000900,Online,Pix,Entregue,2,9.59,0.14,19.18,16.49,10.96,5.53,São Paulo,SP,Varejo
V019246,2025-07-04,C000642,P000275,Online,Débito,Entregue,3,12.88,0.26,38.64,28.59,25.89,2.7,Rio de Janeiro,RJ,Varejo
V037867,2024-12-16,C001203,P000722,Online,Crédito,Devolvido,3,11.19,0.162,33.57,28.13,19.47,8.66,Taguatinga,DF,Corporate
V043515,2024-12-31,C000259,P000567,Online,Pix,Entregue,3,6.89,0.158,20.67,17.4,16.32,1.08,Recife,PE,Corporate
V008719,2025-05-22,C000868,P000466,Online,Crédito,Entregue,2,13.97,0.032,27.94,27.05,18.38,8.67,Sorocaba,SP,Varejo
V028825,2024-03-13,C000580,P001198,Online,Pix,Entregue,4,8.79,0.162,35.16,29.46,23.08,6.38,Maracanaú,CE,Varejo
V024469,2024-03-06,C000604,P000779,Loja Física,Débito,Entregue,3,27.2,0.342,81.6,53.69,57.93,-4.24,Juiz de Fora,MG,Varejo
V048253,2024-05-02,C000208,P000640,Online,Crédito,Entregue,5,25.3,0.304,126.5,88.04,76.35,11.69,Porto Alegre,RS,Varejo
V007202,2024-02-26,C000218,P000450,Televendas,Crédito,Entregue,3,22.72,0.078,68.16,62.84,44.91,17.93,Feira de Santana,BA,Varejo
V009283,2024-06-27,C000705,P000709,Online,Crédito,Entregue,4,26.88,0.095,107.52,97.31,63.84,33.47,Caucaia,CE,Premium
